fecha,indicativo,nombre,provincia,altitud,tmed,prec,tmin,tmax,sol,siteAQ
2018-11-30,8416,VALÈNCIA,VALENCIA,11,14.4,0.0,8.9,19.9,7.6,es1970a
2018-12-01,8416,VALÈNCIA,VALENCIA,11,13.8,0.1,7.7,20.0,6.7,es1970a
2018-12-02,8416,VALÈNCIA,VALENCIA,11,15.9,0.0,9.2,22.6,8.2,es1970a
2018-12-03,8416,VALÈNCIA,VALENCIA,11,15.8,0.0,9.5,22.1,8.0,es1970a
2018-12-04,8416,VALÈNCIA,VALENCIA,11,18.2,0.0,12.0,24.3,1.7,es1970a
2018-12-05,8416,VALÈNCIA,VALENCIA,11,14.7,0.0,9.4,20.0,7.8,es1970a
2018-12-06,8416,VALÈNCIA,VALENCIA,11,15.6,0.0,9.2,22.1,8.8,es1970a
2018-12-07,8416,VALÈNCIA,VALENCIA,11,15.0,0.0,9.3,20.6,8.7,es1970a
2018-12-08,8416,VALÈNCIA,VALENCIA,11,14.2,0.0,9.2,19.3,6.4,es1970a
2018-12-09,8416,VALÈNCIA,VALENCIA,11,16.0,0.0,8.0,24.0,7.3,es1970a
2018-12-10,8416,VALÈNCIA,VALENCIA,11,13.8,0.0,9.2,18.4,7.3,es1970a
2018-12-11,8416,VALÈNCIA,VALENCIA,11,13.0,0.0,8.0,18.0,1.5,es1970a
2018-12-12,8416,VALÈNCIA,VALENCIA,11,13.7,1.4,7.3,20.1,8.3,es1970a
2018-12-13,8416,VALÈNCIA,VALENCIA,11,12.2,9.7,9.2,15.1,0.0,es1970a
2018-12-14,8416,VALÈNCIA,VALENCIA,11,15.5,0.0,12.5,18.5,5.2,es1970a
2018-12-15,8416,VALÈNCIA,VALENCIA,11,14.7,0.0,10.0,19.4,5.5,es1970a
2018-12-16,8416,VALÈNCIA,VALENCIA,11,16.0,0.0,12.7,19.4,4.8,es1970a
2018-12-17,8416,VALÈNCIA,VALENCIA,11,13.2,0.0,8.8,17.5,5.3,es1970a
2018-12-18,8416,VALÈNCIA,VALENCIA,11,11.0,0.0,6.3,15.8,4.5,es1970a
2018-12-19,8416,VALÈNCIA,VALENCIA,11,15.4,0.0,11.4,19.4,6.1,es1970a
2018-12-20,8416,VALÈNCIA,VALENCIA,11,14.4,0.0,9.3,19.5,4.4,es1970a
2018-12-21,8416,VALÈNCIA,VALENCIA,11,12.8,0.0,8.2,17.3,7.7,es1970a
2018-12-22,8416,VALÈNCIA,VALENCIA,11,14.8,0.0,9.6,20.1,7.8,es1970a
2018-12-23,8416,VALÈNCIA,VALENCIA,11,14.8,0.0,9.2,20.5,8.1,es1970a
2018-12-24,8416,VALÈNCIA,VALENCIA,11,12.8,0.0,6.9,18.6,8.0,es1970a
2018-12-25,8416,VALÈNCIA,VALENCIA,11,10.7,0.0,6.0,15.4,1.3,es1970a
2018-12-26,8416,VALÈNCIA,VALENCIA,11,12.4,0.0,7.4,17.5,0.2,es1970a
2018-12-27,8416,VALÈNCIA,VALENCIA,11,13.8,0.0,9.5,18.0,5.2,es1970a
2018-12-28,8416,VALÈNCIA,VALENCIA,11,12.6,0.0,9.9,15.2,1.3,es1970a
2018-12-29,8416,VALÈNCIA,VALENCIA,11,11.8,0.0,6.6,17.1,8.3,es1970a
2018-12-30,8416,VALÈNCIA,VALENCIA,11,12.0,0.0,5.3,18.8,8.6,es1970a
2018-12-31,8416,VALÈNCIA,VALENCIA,11,12.8,0.0,5.2,20.3,8.7,es1970a
2019-01-01,8416,VALÈNCIA,VALENCIA,11,11.9,0.0,5.8,18.0,6.0,es1970a
2019-01-02,8416,VALÈNCIA,VALENCIA,11,12.0,0.0,5.2,18.8,8.7,es1970a
2019-01-03,8416,VALÈNCIA,VALENCIA,11,10.5,0.0,4.4,16.6,7.7,es1970a
2019-01-04,8416,VALÈNCIA,VALENCIA,11,10.2,0.0,4.4,16.1,8.4,es1970a
2019-01-05,8416,VALÈNCIA,VALENCIA,11,12.4,0.0,6.1,18.7,8.7,es1970a
2019-01-06,8416,VALÈNCIA,VALENCIA,11,13.2,0.0,5.4,20.9,8.7,es1970a
2019-01-07,8416,VALÈNCIA,VALENCIA,11,11.3,0.0,5.0,17.6,6.8,es1970a
2019-01-08,8416,VALÈNCIA,VALENCIA,11,11.7,0.0,5.6,17.8,8.7,es1970a
2019-01-09,8416,VALÈNCIA,VALENCIA,11,12.6,0.0,4.8,20.4,8.7,es1970a
2019-01-10,8416,VALÈNCIA,VALENCIA,11,10.0,0.0,5.0,15.0,7.7,es1970a
2019-01-11,8416,VALÈNCIA,VALENCIA,11,7.2,0.0,1.7,12.6,8.7,es1970a
2019-01-12,8416,VALÈNCIA,VALENCIA,11,8.9,0.0,2.6,15.2,8.7,es1970a
2019-01-13,8416,VALÈNCIA,VALENCIA,11,10.6,0.0,4.0,17.1,2.9,es1970a
2019-01-14,8416,VALÈNCIA,VALENCIA,11,13.3,0.0,6.0,20.6,8.8,es1970a
2019-01-15,8416,VALÈNCIA,VALENCIA,11,11.5,0.0,5.2,17.8,8.8,es1970a
2019-01-16,8416,VALÈNCIA,VALENCIA,11,10.6,0.0,4.6,16.6,8.5,es1970a
2019-01-17,8416,VALÈNCIA,VALENCIA,11,9.8,0.0,5.5,14.0,0.0,es1970a
2019-01-18,8416,VALÈNCIA,VALENCIA,11,9.9,0.0,4.8,15.0,4.6,es1970a
2019-01-19,8416,VALÈNCIA,VALENCIA,11,10.5,0.0,5.4,15.6,3.8,es1970a
2019-01-20,8416,VALÈNCIA,VALENCIA,11,13.0,0.7,10.5,15.4,3.1,es1970a
2019-01-21,8416,VALÈNCIA,VALENCIA,11,10.8,0.0,5.0,16.6,7.4,es1970a
2019-01-22,8416,VALÈNCIA,VALENCIA,11,9.8,0.0,4.4,15.2,4.4,es1970a
2019-01-23,8416,VALÈNCIA,VALENCIA,11,14.6,0.0,9.5,19.8,5.5,es1970a
2019-01-24,8416,VALÈNCIA,VALENCIA,11,13.4,0.0,11.5,15.3,1.9,es1970a
2019-01-25,8416,VALÈNCIA,VALENCIA,11,17.0,0.0,12.3,21.8,8.8,es1970a
2019-01-26,8416,VALÈNCIA,VALENCIA,11,13.7,0.0,8.3,19.1,8.1,es1970a
2019-01-27,8416,VALÈNCIA,VALENCIA,11,14.6,0.0,8.9,20.3,7.3,es1970a
2019-01-28,8416,VALÈNCIA,VALENCIA,11,14.4,0.0,8.3,20.4,8.9,es1970a
2019-01-29,8416,VALÈNCIA,VALENCIA,11,12.6,0.0,8.0,17.3,4.3,es1970a
2019-01-30,8416,VALÈNCIA,VALENCIA,11,13.6,0.0,8.5,18.8,7.7,es1970a
2019-01-31,8416,VALÈNCIA,VALENCIA,11,16.9,0.0,12.7,21.1,3.0,es1970a
2019-02-01,8416,VALÈNCIA,VALENCIA,11,17.6,0.0,16.5,18.7,7.1,es1970a
2019-02-02,8416,VALÈNCIA,VALENCIA,11,13.4,0.0,9.8,17.1,6.1,es1970a
2019-02-03,8416,VALÈNCIA,VALENCIA,11,10.6,0.0,7.7,13.6,9.3,es1970a
2019-02-04,8416,VALÈNCIA,VALENCIA,11,10.6,0.0,4.1,17.2,9.3,es1970a
2019-02-05,8416,VALÈNCIA,VALENCIA,11,14.6,0.0,7.5,21.6,9.2,es1970a
2019-02-06,8416,VALÈNCIA,VALENCIA,11,14.6,0.0,8.8,20.4,7.2,es1970a
2019-02-07,8416,VALÈNCIA,VALENCIA,11,15.0,0.0,7.3,22.8,8.0,es1970a
2019-02-08,8416,VALÈNCIA,VALENCIA,11,12.2,0.0,7.1,17.4,8.9,es1970a
2019-02-09,8416,VALÈNCIA,VALENCIA,11,13.2,0.0,5.9,20.4,7.6,es1970a
2019-02-10,8416,VALÈNCIA,VALENCIA,11,14.0,0.0,8.7,19.3,3.7,es1970a
2019-02-11,8416,VALÈNCIA,VALENCIA,11,14.6,0.0,9.8,19.5,7.0,es1970a
2019-02-12,8416,VALÈNCIA,VALENCIA,11,11.2,0.0,5.5,17.0,8.6,es1970a
2019-02-13,8416,VALÈNCIA,VALENCIA,11,10.6,0.0,4.8,16.5,9.6,es1970a
2019-02-14,8416,VALÈNCIA,VALENCIA,11,11.8,0.0,8.5,15.2,4.4,es1970a
2019-02-15,8416,VALÈNCIA,VALENCIA,11,10.9,0.0,6.4,15.4,3.4,es1970a
2019-02-16,8416,VALÈNCIA,VALENCIA,11,11.2,0.0,5.5,16.8,9.6,es1970a
2019-02-17,8416,VALÈNCIA,VALENCIA,11,10.0,0.0,4.0,16.1,3.5,es1970a
2019-02-18,8416,VALÈNCIA,VALENCIA,11,11.9,0.0,6.9,16.9,6.2,es1970a
2019-02-19,8416,VALÈNCIA,VALENCIA,11,11.4,0.0,6.1,16.6,9.3,es1970a
2019-02-20,8416,VALÈNCIA,VALENCIA,11,11.8,0.0,6.7,17.0,8.4,es1970a
2019-02-21,8416,VALÈNCIA,VALENCIA,11,12.0,0.0,7.4,16.6,9.1,es1970a
2019-02-22,8416,VALÈNCIA,VALENCIA,11,14.1,0.0,5.7,22.5,9.5,es1970a
2019-02-23,8416,VALÈNCIA,VALENCIA,11,15.3,0.0,8.9,21.7,9.5,es1970a
2019-02-24,8416,VALÈNCIA,VALENCIA,11,12.4,0.0,7.3,17.5,6.6,es1970a
2019-02-25,8416,VALÈNCIA,VALENCIA,11,12.2,0.0,5.7,18.6,8.8,es1970a
2019-02-26,8416,VALÈNCIA,VALENCIA,11,14.6,0.0,6.6,22.6,10.1,es1970a
2019-02-27,8416,VALÈNCIA,VALENCIA,11,15.8,0.0,6.2,25.4,10.1,es1970a
2019-02-28,8416,VALÈNCIA,VALENCIA,11,15.9,0.0,8.2,23.6,9.5,es1970a
2019-03-01,8416,VALÈNCIA,VALENCIA,11,15.3,0.0,8.9,21.7,9.4,es1970a
2019-03-02,8416,VALÈNCIA,VALENCIA,11,15.9,0.0,9.0,22.8,9.8,es1970a
2019-03-03,8416,VALÈNCIA,VALENCIA,11,18.0,0.0,10.7,25.3,10.2,es1970a
2019-03-04,8416,VALÈNCIA,VALENCIA,11,19.6,0.0,15.7,23.4,2.6,es1970a
2019-03-05,8416,VALÈNCIA,VALENCIA,11,15.4,0.0,12.7,18.0,1.9,es1970a
2019-03-06,8416,VALÈNCIA,VALENCIA,11,15.0,0.3,10.3,19.7,1.2,es1970a
2019-03-07,8416,VALÈNCIA,VALENCIA,11,16.8,0.0,12.3,21.4,9.6,es1970a
2019-03-08,8416,VALÈNCIA,VALENCIA,11,14.2,0.0,8.7,19.7,9.5,es1970a
2019-03-09,8416,VALÈNCIA,VALENCIA,11,16.1,0.0,9.4,22.8,10.5,es1970a
2019-03-10,8416,VALÈNCIA,VALENCIA,11,18.0,0.0,11.4,24.5,10.6,es1970a
2019-03-11,8416,VALÈNCIA,VALENCIA,11,16.0,0.0,11.5,20.5,9.0,es1970a
2019-03-12,8416,VALÈNCIA,VALENCIA,11,13.9,0.0,8.9,18.9,10.4,es1970a
2019-03-13,8416,VALÈNCIA,VALENCIA,11,16.6,0.0,11.3,22.0,9.2,es1970a
2019-03-14,8416,VALÈNCIA,VALENCIA,11,14.6,0.0,8.3,20.8,10.7,es1970a
2019-03-15,8416,VALÈNCIA,VALENCIA,11,15.8,0.0,8.5,23.2,10.6,es1970a
2019-03-16,8416,VALÈNCIA,VALENCIA,11,14.7,0.0,9.6,19.8,10.5,es1970a
2019-03-17,8416,VALÈNCIA,VALENCIA,11,19.6,0.0,9.5,29.8,10.3,es1970a
2019-03-18,8416,VALÈNCIA,VALENCIA,11,15.1,0.0,13.0,17.2,7.0,es1970a
2019-03-19,8416,VALÈNCIA,VALENCIA,11,13.0,3.8,8.9,17.0,7.2,es1970a
2019-03-20,8416,VALÈNCIA,VALENCIA,11,12.8,0.0,9.1,16.6,9.4,es1970a
2019-03-21,8416,VALÈNCIA,VALENCIA,11,12.4,0.0,7.3,17.5,10.5,es1970a
2019-03-22,8416,VALÈNCIA,VALENCIA,11,13.3,0.0,7.6,19.0,9.1,es1970a
2019-03-23,8416,VALÈNCIA,VALENCIA,11,14.2,0.0,9.5,18.9,5.7,es1970a
2019-03-24,8416,VALÈNCIA,VALENCIA,11,16.3,0.0,9.6,23.0,10.1,es1970a
2019-03-25,8416,VALÈNCIA,VALENCIA,11,15.6,0.0,9.4,21.7,10.7,es1970a
2019-03-26,8416,VALÈNCIA,VALENCIA,11,13.8,0.0,8.9,18.7,10.7,es1970a
2019-03-27,8416,VALÈNCIA,VALENCIA,11,13.6,0.0,8.0,19.3,10.9,es1970a
2019-03-28,8416,VALÈNCIA,VALENCIA,11,12.8,0.0,7.4,18.3,10.8,es1970a
2019-03-29,8416,VALÈNCIA,VALENCIA,11,12.4,0.0,7.1,17.8,10.8,es1970a
2019-03-30,8416,VALÈNCIA,VALENCIA,11,12.4,1.5,7.8,17.1,9.4,es1970a
2019-03-31,8416,VALÈNCIA,VALENCIA,11,12.3,15.0,11.3,13.3,0.0,es1970a
2019-04-01,8416,VALÈNCIA,VALENCIA,11,14.1,0.3,11.0,17.2,2.6,es1970a
2019-04-02,8416,VALÈNCIA,VALENCIA,11,15.8,1.3,10.3,21.2,4.8,es1970a
2019-04-03,8416,VALÈNCIA,VALENCIA,11,17.6,0.3,10.8,24.4,9.0,es1970a
2019-04-04,8416,VALÈNCIA,VALENCIA,11,14.6,0.0,9.8,19.5,10.3,es1970a
2019-04-05,8416,VALÈNCIA,VALENCIA,11,14.4,5.6,9.3,19.4,5.8,es1970a
2019-04-06,8416,VALÈNCIA,VALENCIA,11,13.5,1.1,9.5,17.5,5.9,es1970a
2019-04-07,8416,VALÈNCIA,VALENCIA,11,15.4,0.0,10.0,20.7,8.6,es1970a
2019-04-08,8416,VALÈNCIA,VALENCIA,11,18.9,0.0,13.8,24.0,5.3,es1970a
2019-04-09,8416,VALÈNCIA,VALENCIA,11,17.3,0.2,13.0,21.6,9.5,es1970a
2019-04-10,8416,VALÈNCIA,VALENCIA,11,15.9,1.2,10.9,20.9,6.4,es1970a
2019-04-11,8416,VALÈNCIA,VALENCIA,11,16.5,0.0,10.6,22.4,10.9,es1970a
2019-04-12,8416,VALÈNCIA,VALENCIA,11,15.8,0.0,10.6,20.9,11.1,es1970a
2019-04-13,8416,VALÈNCIA,VALENCIA,11,15.3,0.0,9.4,21.2,11.2,es1970a
2019-04-14,8416,VALÈNCIA,VALENCIA,11,20.6,0.0,10.7,30.4,11.2,es1970a
2019-04-15,8416,VALÈNCIA,VALENCIA,11,16.8,0.0,13.8,19.9,5.6,es1970a
2019-04-16,8416,VALÈNCIA,VALENCIA,11,15.8,0.0,12.0,19.6,10.7,es1970a
2019-04-17,8416,VALÈNCIA,VALENCIA,11,16.9,0.0,13.8,20.0,9.0,es1970a
2019-04-18,8416,VALÈNCIA,VALENCIA,11,14.6,33.8,13.5,15.7,0.0,es1970a
2019-04-19,8416,VALÈNCIA,VALENCIA,11,14.0,11.1,12.4,15.7,0.0,es1970a
2019-04-20,8416,VALÈNCIA,VALENCIA,11,15.5,2.7,14.4,16.6,0.0,es1970a
2019-04-21,8416,VALÈNCIA,VALENCIA,11,15.4,2.5,14.4,16.3,0.0,es1970a
2019-04-22,8416,VALÈNCIA,VALENCIA,11,14.8,3.6,12.4,17.2,0.0,es1970a
2019-04-23,8416,VALÈNCIA,VALENCIA,11,17.0,0.9,11.3,22.6,0.0,es1970a
2019-04-24,8416,VALÈNCIA,VALENCIA,11,16.5,0.0,10.9,22.1,10.6,es1970a
2019-04-25,8416,VALÈNCIA,VALENCIA,11,18.7,0.0,14.9,22.5,4.8,es1970a
2019-04-26,8416,VALÈNCIA,VALENCIA,11,17.6,0.0,12.0,23.2,11.6,es1970a
2019-04-27,8416,VALÈNCIA,VALENCIA,11,16.0,0.0,10.9,21.0,11.6,es1970a
2019-04-28,8416,VALÈNCIA,VALENCIA,11,16.0,0.0,11.6,20.5,11.4,es1970a
2019-04-29,8416,VALÈNCIA,VALENCIA,11,15.7,0.0,11.8,19.6,5.2,es1970a
2019-04-30,8416,VALÈNCIA,VALENCIA,11,16.2,0.0,12.5,19.8,10.7,es1970a
2019-05-01,8416,VALÈNCIA,VALENCIA,11,16.4,3.2,12.7,20.2,8.5,es1970a
2019-05-02,8416,VALÈNCIA,VALENCIA,11,17.6,0.0,14.5,20.6,5.6,es1970a
2019-05-03,8416,VALÈNCIA,VALENCIA,11,15.8,2.6,12.1,19.5,3.4,es1970a
2019-05-04,8416,VALÈNCIA,VALENCIA,11,14.6,0.0,9.0,20.2,11.7,es1970a
2019-05-05,8416,VALÈNCIA,VALENCIA,11,16.0,0.0,12.5,19.5,11.6,es1970a
2019-05-06,8416,VALÈNCIA,VALENCIA,11,14.7,0.0,10.5,18.9,9.4,es1970a
2019-05-07,8416,VALÈNCIA,VALENCIA,11,16.6,0.0,12.3,20.8,10.3,es1970a
2019-05-08,8416,VALÈNCIA,VALENCIA,11,22.4,0.0,15.4,29.4,5.6,es1970a
2019-05-09,8416,VALÈNCIA,VALENCIA,11,24.6,0.0,19.5,29.6,5.7,es1970a
2019-05-10,8416,VALÈNCIA,VALENCIA,11,26.8,0.0,21.2,32.5,11.6,es1970a
2019-05-11,8416,VALÈNCIA,VALENCIA,11,20.8,0.0,17.5,24.1,11.7,es1970a
2019-05-12,8416,VALÈNCIA,VALENCIA,11,18.5,0.0,14.9,22.1,11.7,es1970a
2019-05-13,8416,VALÈNCIA,VALENCIA,11,19.8,0.0,16.0,23.6,11.2,es1970a
2019-05-14,8416,VALÈNCIA,VALENCIA,11,18.5,0.0,13.7,23.3,11.6,es1970a
2019-05-15,8416,VALÈNCIA,VALENCIA,11,18.4,0.0,14.5,22.4,10.1,es1970a
2019-05-16,8416,VALÈNCIA,VALENCIA,11,19.3,0.0,16.5,22.1,9.4,es1970a
2019-05-17,8416,VALÈNCIA,VALENCIA,11,20.0,0.0,15.1,24.8,9.0,es1970a
2019-05-18,8416,VALÈNCIA,VALENCIA,11,16.6,1.4,13.7,19.5,2.0,es1970a
2019-05-19,8416,VALÈNCIA,VALENCIA,11,19.5,0.5,13.0,26.0,4.9,es1970a
2019-05-20,8416,VALÈNCIA,VALENCIA,11,17.6,0.2,13.4,21.8,10.6,es1970a
2019-05-21,8416,VALÈNCIA,VALENCIA,11,19.2,5.6,15.8,22.6,4.9,es1970a
2019-05-22,8416,VALÈNCIA,VALENCIA,11,18.2,0.1,13.5,23.0,11.0,es1970a
2019-05-23,8416,VALÈNCIA,VALENCIA,11,19.7,0.8,14.9,24.5,7.9,es1970a
2019-05-24,8416,VALÈNCIA,VALENCIA,11,17.0,8.3,15.9,18.0,0.0,es1970a
2019-05-25,8416,VALÈNCIA,VALENCIA,11,19.4,0.1,15.3,23.5,6.7,es1970a
2019-05-26,8416,VALÈNCIA,VALENCIA,11,19.2,0.0,15.3,23.2,11.5,es1970a
2019-05-27,8416,VALÈNCIA,VALENCIA,11,19.4,0.0,15.3,23.4,10.6,es1970a
2019-05-28,8416,VALÈNCIA,VALENCIA,11,19.0,0.0,16.0,22.0,11.4,es1970a
2019-05-29,8416,VALÈNCIA,VALENCIA,11,19.5,0.0,15.2,23.8,11.4,es1970a
2019-05-30,8416,VALÈNCIA,VALENCIA,11,19.1,0.0,14.2,24.0,11.4,es1970a
2019-05-31,8416,VALÈNCIA,VALENCIA,11,20.1,0.0,14.8,25.4,11.4,es1970a
2019-06-01,8416,VALÈNCIA,VALENCIA,11,20.0,0.0,15.5,24.5,11.3,es1970a
2019-06-02,8416,VALÈNCIA,VALENCIA,11,20.2,0.0,15.0,25.5,11.3,es1970a
2019-06-03,8416,VALÈNCIA,VALENCIA,11,20.8,0.0,16.5,25.1,10.8,es1970a
2019-06-04,8416,VALÈNCIA,VALENCIA,11,20.5,0.0,16.5,24.5,10.2,es1970a
2019-06-05,8416,VALÈNCIA,VALENCIA,11,23.3,0.0,17.3,29.3,9.8,es1970a
2019-06-06,8416,VALÈNCIA,VALENCIA,11,20.2,0.0,16.3,24.0,10.5,es1970a
2019-06-07,8416,VALÈNCIA,VALENCIA,11,23.6,0.0,17.0,30.1,11.4,es1970a
2019-06-08,8416,VALÈNCIA,VALENCIA,11,21.2,0.0,18.4,23.9,9.5,es1970a
2019-06-09,8416,VALÈNCIA,VALENCIA,11,22.0,0.0,17.8,26.1,2.5,es1970a
2019-06-10,8416,VALÈNCIA,VALENCIA,11,20.5,0.0,15.8,25.2,10.8,es1970a
2019-06-11,8416,VALÈNCIA,VALENCIA,11,21.1,0.0,18.5,23.7,3.7,es1970a
2019-06-12,8416,VALÈNCIA,VALENCIA,11,17.5,0.0,13.2,21.8,11.3,es1970a
2019-06-13,8416,VALÈNCIA,VALENCIA,11,20.6,0.0,18.1,23.2,7.1,es1970a
2019-06-14,8416,VALÈNCIA,VALENCIA,11,23.7,0.0,18.2,29.2,10.5,es1970a
2019-06-15,8416,VALÈNCIA,VALENCIA,11,26.4,0.0,20.9,31.8,11.3,es1970a
2019-06-16,8416,VALÈNCIA,VALENCIA,11,21.2,0.0,18.5,23.8,5.0,es1970a
2019-06-17,8416,VALÈNCIA,VALENCIA,11,21.6,0.0,17.2,26.1,11.2,es1970a
2019-06-18,8416,VALÈNCIA,VALENCIA,11,22.0,0.0,17.7,26.2,11.3,es1970a
2019-06-19,8416,VALÈNCIA,VALENCIA,11,22.2,0.0,18.2,26.1,11.2,es1970a
2019-06-20,8416,VALÈNCIA,VALENCIA,11,22.6,0.0,19.6,25.6,10.6,es1970a
2019-06-21,8416,VALÈNCIA,VALENCIA,11,23.8,0.0,21.5,26.1,10.4,es1970a
2019-06-22,8416,VALÈNCIA,VALENCIA,11,22.6,0.0,19.2,25.9,9.9,es1970a
2019-06-23,8416,VALÈNCIA,VALENCIA,11,23.2,0.0,19.5,27.0,11.2,es1970a
2019-06-24,8416,VALÈNCIA,VALENCIA,11,23.2,0.0,19.4,26.9,11.3,es1970a
2019-06-25,8416,VALÈNCIA,VALENCIA,11,24.0,0.0,20.5,27.4,6.3,es1970a
2019-06-26,8416,VALÈNCIA,VALENCIA,11,25.6,0.0,22.6,28.5,9.2,es1970a
2019-06-27,8416,VALÈNCIA,VALENCIA,11,25.4,0.0,21.0,29.8,10.9,es1970a
2019-06-28,8416,VALÈNCIA,VALENCIA,11,28.0,0.0,21.4,34.6,11.2,es1970a
2019-06-29,8416,VALÈNCIA,VALENCIA,11,28.4,0.0,21.3,35.5,11.4,es1970a
2019-06-30,8416,VALÈNCIA,VALENCIA,11,26.8,0.0,21.4,32.3,11.4,es1970a
2019-07-01,8416,VALÈNCIA,VALENCIA,11,25.6,0.0,21.8,29.4,10.8,es1970a
2019-07-02,8416,VALÈNCIA,VALENCIA,11,26.8,0.0,24.1,29.5,11.1,es1970a
2019-07-03,8416,VALÈNCIA,VALENCIA,11,26.2,0.0,21.3,31.0,11.1,es1970a
2019-07-04,8416,VALÈNCIA,VALENCIA,11,26.4,0.0,21.3,31.5,10.3,es1970a
2019-07-05,8416,VALÈNCIA,VALENCIA,11,26.4,0.0,22.4,30.5,11.0,es1970a
2019-07-06,8416,VALÈNCIA,VALENCIA,11,27.6,0.0,24.0,31.2,7.0,es1970a
2019-07-07,8416,VALÈNCIA,VALENCIA,11,31.1,2.6,24.4,37.8,6.0,es1970a
2019-07-08,8416,VALÈNCIA,VALENCIA,11,26.0,3.9,23.5,28.5,3.7,es1970a
2019-07-09,8416,VALÈNCIA,VALENCIA,11,27.2,0.0,22.8,31.5,10.4,es1970a
2019-07-10,8416,VALÈNCIA,VALENCIA,11,25.5,0.0,22.0,29.0,10.3,es1970a
2019-07-11,8416,VALÈNCIA,VALENCIA,11,26.6,0.0,22.3,31.0,11.2,es1970a
2019-07-12,8416,VALÈNCIA,VALENCIA,11,27.6,0.0,22.7,32.5,9.7,es1970a
2019-07-13,8416,VALÈNCIA,VALENCIA,11,27.6,0.3,24.8,30.4,9.5,es1970a
2019-07-14,8416,VALÈNCIA,VALENCIA,11,26.0,0.0,22.4,29.7,10.7,es1970a
2019-07-15,8416,VALÈNCIA,VALENCIA,11,26.9,0.0,23.3,30.5,11.4,es1970a
2019-07-16,8416,VALÈNCIA,VALENCIA,11,26.5,0.0,24.0,29.0,11.1,es1970a
2019-07-17,8416,VALÈNCIA,VALENCIA,11,26.6,0.0,23.2,30.1,9.0,es1970a
2019-07-18,8416,VALÈNCIA,VALENCIA,11,26.0,0.0,22.6,29.4,11.4,es1970a
2019-07-19,8416,VALÈNCIA,VALENCIA,11,26.0,0.0,22.7,29.4,11.2,es1970a
2019-07-20,8416,VALÈNCIA,VALENCIA,11,26.4,0.0,22.4,30.4,10.8,es1970a
2019-07-21,8416,VALÈNCIA,VALENCIA,11,26.4,0.0,22.4,30.5,10.1,es1970a
2019-07-22,8416,VALÈNCIA,VALENCIA,11,27.2,0.0,22.5,32.0,11.4,es1970a
2019-07-23,8416,VALÈNCIA,VALENCIA,11,27.9,0.0,22.6,33.2,11.4,es1970a
2019-07-24,8416,VALÈNCIA,VALENCIA,11,28.0,0.0,22.3,33.6,11.6,es1970a
2019-07-25,8416,VALÈNCIA,VALENCIA,11,27.4,0.0,23.4,31.4,11.4,es1970a
2019-07-26,8416,VALÈNCIA,VALENCIA,11,26.6,0.0,23.1,30.0,8.2,es1970a
2019-07-27,8416,VALÈNCIA,VALENCIA,11,29.2,0.0,22.5,36.0,11.3,es1970a
2019-07-28,8416,VALÈNCIA,VALENCIA,11,25.5,0.0,22.2,28.8,11.7,es1970a
2019-07-29,8416,VALÈNCIA,VALENCIA,11,26.8,0.0,22.2,31.4,11.7,es1970a
2019-07-30,8416,VALÈNCIA,VALENCIA,11,26.8,0.0,23.9,29.8,11.7,es1970a
2019-07-31,8416,VALÈNCIA,VALENCIA,11,26.5,0.3,24.2,28.8,5.5,es1970a
2019-08-01,8416,VALÈNCIA,VALENCIA,11,25.5,0.0,22.3,28.7,9.6,es1970a
2019-08-02,8416,VALÈNCIA,VALENCIA,11,26.2,0.0,22.7,29.7,11.4,es1970a
2019-08-03,8416,VALÈNCIA,VALENCIA,11,26.2,0.0,22.5,29.9,,es1970a
2019-08-04,8416,VALÈNCIA,VALENCIA,11,26.8,0.0,22.8,30.7,11.4,es1970a
2019-08-05,8416,VALÈNCIA,VALENCIA,11,26.8,0.0,23.1,30.5,11.0,es1970a
2019-08-06,8416,VALÈNCIA,VALENCIA,11,28.2,0.0,25.5,31.0,7.6,es1970a
2019-08-07,8416,VALÈNCIA,VALENCIA,11,28.6,0.0,24.2,33.0,7.4,es1970a
2019-08-08,8416,VALÈNCIA,VALENCIA,11,30.0,0.0,24.5,35.5,11.6,es1970a
2019-08-09,8416,VALÈNCIA,VALENCIA,11,32.2,0.0,22.9,41.4,11.6,es1970a
2019-08-10,8416,VALÈNCIA,VALENCIA,11,29.4,0.0,26.9,32.0,10.7,es1970a
2019-08-11,8416,VALÈNCIA,VALENCIA,11,29.2,0.0,25.9,32.5,9.9,es1970a
2019-08-12,8416,VALÈNCIA,VALENCIA,11,28.0,0.0,25.5,30.5,7.9,es1970a
2019-08-13,8416,VALÈNCIA,VALENCIA,11,25.8,0.0,23.7,28.0,5.5,es1970a
2019-08-14,8416,VALÈNCIA,VALENCIA,11,26.3,0.0,22.7,29.9,11.3,es1970a
2019-08-15,8416,VALÈNCIA,VALENCIA,11,26.8,0.0,23.1,30.5,11.1,es1970a
2019-08-16,8416,VALÈNCIA,VALENCIA,11,27.1,0.0,24.8,29.4,8.5,es1970a
2019-08-17,8416,VALÈNCIA,VALENCIA,11,26.6,0.0,23.2,30.0,10.8,es1970a
2019-08-18,8416,VALÈNCIA,VALENCIA,11,27.4,0.0,24.0,30.7,10.7,es1970a
2019-08-19,8416,VALÈNCIA,VALENCIA,11,28.3,0.0,25.4,31.2,7.5,es1970a
