fecha,indicativo,nombre,provincia,altitud,tmed,prec,tmin,horatmin,tmax,horatmax,dir,velmedia,racha,horaracha,sol,presMax,horaPresMax,presMin,horaPresMin
2018-09-02,1109,SANTANDER AEROPUERTO,CANTABRIA,3,21.1,0.0,15.0,06:10,27.2,11:30,9.0,3.1,8.6,10:10,10.8,1018.8,0.0,1014.9,15.0
2018-09-03,1109,SANTANDER AEROPUERTO,CANTABRIA,3,20.5,0.0,16.5,05:45,24.5,13:15,99.0,2.2,6.7,-2,8.3,1016.8,-2.0,1014.5,3.0
2018-09-04,1109,SANTANDER AEROPUERTO,CANTABRIA,3,21.2,0.0,17.6,-2,24.7,13:30,99.0,2.8,5.6,-2,7.0,1016.8,-2.0,1014.9,12.0
2018-09-05,1109,SANTANDER AEROPUERTO,CANTABRIA,3,19.4,8.7,17.7,01:00,21.0,-2,22.0,0.8,8.9,12:10,0.0,1017.8,-2.0,1015.5,3.0
2018-09-06,1109,SANTANDER AEROPUERTO,CANTABRIA,3,20.1,9.4,18.0,-2,22.2,14:00,29.0,2.5,7.8,09:40,0.6,1020.0,21.0,1016.4,5.0
2018-09-07,1109,SANTANDER AEROPUERTO,CANTABRIA,3,19.4,0.0,16.4,04:40,22.4,13:50,5.0,1.7,7.8,15:40,8.8,1020.0,-2.0,1017.8,17.0
2018-09-08,1109,SANTANDER AEROPUERTO,CANTABRIA,3,19.5,0.0,14.5,06:15,24.5,14:30,4.0,1.9,5.3,11:49,8.9,1018.5,0.0,1015.6,14.0
2018-09-09,1109,SANTANDER AEROPUERTO,CANTABRIA,3,21.2,1.8,18.3,-2,24.1,13:10,26.0,1.9,6.7,10:30,2.1,1024.8,22.0,1017.7,2.0
2018-09-10,1109,SANTANDER AEROPUERTO,CANTABRIA,3,21.0,0.0,17.7,05:40,24.2,17:40,5.0,3.1,9.7,13:10,2.1,1026.2,-2.0,1024.1,4.0
2018-09-11,1109,SANTANDER AEROPUERTO,CANTABRIA,3,20.0,0.0,15.9,08:30,24.0,14:15,4.0,2.5,9.2,15:30,10.0,1024.7,0.0,1020.6,17.0
2018-09-12,1109,SANTANDER AEROPUERTO,CANTABRIA,3,21.0,0.0,18.9,06:00,23.0,-2,99.0,3.1,6.1,-2,0.0,1024.1,22.0,1020.2,2.0
2018-09-13,1109,SANTANDER AEROPUERTO,CANTABRIA,3,22.4,0.0,19.8,-2,24.9,14:20,5.0,1.4,6.7,13:48,5.5,1023.5,0.0,1021.6,18.0
2018-09-14,1109,SANTANDER AEROPUERTO,CANTABRIA,3,20.8,0.0,18.2,08:50,23.5,17:00,5.0,2.8,9.4,12:20,4.9,1023.2,4.0,1020.4,23.0
2018-09-15,1109,SANTANDER AEROPUERTO,CANTABRIA,3,22.2,0.0,18.8,05:50,25.5,13:50,8.0,3.3,9.7,10:10,10.0,1023.1,0.0,1018.9,16.0
2018-09-16,1109,SANTANDER AEROPUERTO,CANTABRIA,3,20.3,0.0,17.0,06:15,23.6,13:30,29.0,1.4,7.5,14:40,1.1,1022.2,11.0,1018.5,6.0
2018-09-17,1109,SANTANDER AEROPUERTO,CANTABRIA,3,24.6,0.1,15.2,06:00,34.0,11:40,20.0,1.7,9.4,10:10,9.9,1019.7,0.0,1012.4,13.0
2018-09-18,1109,SANTANDER AEROPUERTO,CANTABRIA,3,20.9,0.0,17.5,05:30,24.3,12:45,99.0,1.4,5.6,-2,4.4,1020.4,-2.0,1014.9,1.0
2018-09-19,1109,SANTANDER AEROPUERTO,CANTABRIA,3,20.9,0.0,18.0,05:30,23.8,13:10,29.0,2.5,6.7,13:20,2.0,1022.7,-2.0,1018.8,3.0
2018-09-20,1109,SANTANDER AEROPUERTO,CANTABRIA,3,22.0,0.0,19.4,06:20,24.6,15:30,36.0,1.4,6.1,14:20,3.9,1022.2,0.0,1017.3,17.0
2018-09-21,1109,SANTANDER AEROPUERTO,CANTABRIA,3,20.8,0.0,17.2,04:15,24.3,10:30,28.0,2.8,10.3,11:20,2.3,1024.5,20.0,1017.5,2.0
2018-09-22,1109,SANTANDER AEROPUERTO,CANTABRIA,3,21.8,0.0,15.8,05:10,27.7,-2,34.0,2.5,6.1,12:49,9.6,1025.2,22.0,1021.8,5.0
2018-09-23,1109,SANTANDER AEROPUERTO,CANTABRIA,3,20.5,5.8,16.5,06:30,24.5,11:55,30.0,3.3,8.9,12:40,5.0,1028.6,-2.0,1023.4,4.0
2018-09-24,1109,SANTANDER AEROPUERTO,CANTABRIA,3,16.1,0.0,13.0,23:59,19.2,14:15,4.0,3.6,9.7,12:50,5.0,1032.4,9.0,1028.6,0.0
2018-09-25,1109,SANTANDER AEROPUERTO,CANTABRIA,3,14.8,0.0,10.4,06:00,19.2,-2,5.0,2.2,7.8,13:49,9.0,1030.3,0.0,1026.9,-2.0
2018-09-26,1109,SANTANDER AEROPUERTO,CANTABRIA,3,17.2,0.0,10.2,06:00,24.1,13:50,5.0,1.4,10.3,11:20,8.5,1027.0,0.0,1022.9,15.0
2018-09-27,1109,SANTANDER AEROPUERTO,CANTABRIA,3,20.9,0.0,15.5,03:15,26.3,-2,29.0,1.7,6.7,12:20,9.1,1025.7,12.0,1023.7,18.0
2018-09-28,1109,SANTANDER AEROPUERTO,CANTABRIA,3,19.9,0.0,16.5,04:00,23.3,12:00,5.0,1.7,6.1,13:30,4.3,1024.2,0.0,1021.3,18.0
2018-09-29,1109,SANTANDER AEROPUERTO,CANTABRIA,3,18.8,0.0,15.6,06:00,22.0,-2,5.0,2.2,10.0,-2,8.5,1022.0,0.0,1018.2,16.0
2018-09-30,1109,SANTANDER AEROPUERTO,CANTABRIA,3,18.4,0.0,14.4,06:30,22.4,13:10,29.0,1.9,6.7,16:01,8.2,1024.8,-2.0,1019.0,3.0
2018-10-01,1109,SANTANDER AEROPUERTO,CANTABRIA,3,17.0,0.0,14.6,23:59,19.4,12:00,6.0,2.5,8.3,13:01,1.6,1029.5,-2.0,1024.8,0.0
2018-10-02,1109,SANTANDER AEROPUERTO,CANTABRIA,3,15.8,0.0,11.1,06:30,20.5,14:05,6.0,2.8,9.2,15:30,9.4,1029.9,-2.0,1028.0,18.0
2018-10-03,1109,SANTANDER AEROPUERTO,CANTABRIA,3,14.6,0.0,9.6,05:45,19.6,-2,6.0,3.9,12.5,12:10,9.6,1028.7,0.0,1024.2,24.0
2018-10-04,1109,SANTANDER AEROPUERTO,CANTABRIA,3,15.9,0.0,10.4,06:30,21.4,-2,4.0,1.9,8.9,13:30,8.5,1024.2,0.0,1016.6,24.0
2018-10-05,1109,SANTANDER AEROPUERTO,CANTABRIA,3,17.0,0.0,10.4,06:00,23.7,13:10,32.0,1.9,6.7,12:30,9.0,1016.6,0.0,1014.2,15.0
2018-10-06,1109,SANTANDER AEROPUERTO,CANTABRIA,3,17.8,29.5,13.5,03:45,22.0,12:10,29.0,8.1,18.1,14:10,3.7,1021.9,23.0,1013.9,3.0
2018-10-07,1109,SANTANDER AEROPUERTO,CANTABRIA,3,14.5,20.4,13.0,-2,16.0,11:30,28.0,5.6,15.0,01:01,1.3,1023.9,-2.0,1021.2,-2.0
2018-10-08,1109,SANTANDER AEROPUERTO,CANTABRIA,3,15.2,0.1,11.5,-2,19.0,14:00,24.0,1.9,8.3,02:10,5.6,1022.8,0.0,1017.5,24.0
2018-10-09,1109,SANTANDER AEROPUERTO,CANTABRIA,3,15.4,0.0,10.0,06:00,20.9,15:30,9.0,3.1,8.6,16:30,8.4,1017.5,0.0,1009.0,24.0
2018-10-10,1109,SANTANDER AEROPUERTO,CANTABRIA,3,19.4,0.0,13.4,-2,25.4,15:00,19.0,2.5,15.6,23:10,8.4,1009.1,0.0,1002.3,13.0
2018-10-11,1109,SANTANDER AEROPUERTO,CANTABRIA,3,20.3,0.0,15.4,21:50,25.2,11:00,17.0,6.1,15.8,02:10,1.2,1011.7,17.0,1001.0,2.0
2018-10-12,1109,SANTANDER AEROPUERTO,CANTABRIA,3,24.4,0.0,21.2,05:00,27.5,15:50,20.0,6.4,16.4,15:10,8.6,1016.2,21.0,1011.0,0.0
2018-10-13,1109,SANTANDER AEROPUERTO,CANTABRIA,3,26.0,0.1,21.0,23:59,31.1,14:30,19.0,6.1,15.0,06:40,5.8,1014.3,0.0,1004.2,22.0
2018-10-14,1109,SANTANDER AEROPUERTO,CANTABRIA,3,17.0,7.3,13.0,-2,21.0,00:00,27.0,5.6,18.3,07:49,0.0,1011.1,-2.0,1002.4,4.0
2018-10-15,1109,SANTANDER AEROPUERTO,CANTABRIA,3,15.1,0.0,10.9,04:30,19.3,16:00,2.0,1.9,8.3,16:10,6.5,1012.8,-2.0,1006.2,10.0
2018-10-16,1109,SANTANDER AEROPUERTO,CANTABRIA,3,16.0,0.0,11.7,08:00,20.2,12:15,18.0,2.2,7.2,15:05,8.4,1021.1,21.0,1012.6,0.0
2018-10-17,1109,SANTANDER AEROPUERTO,CANTABRIA,3,14.5,0.1,10.0,06:00,19.0,15:00,6.0,2.8,9.4,13:49,8.8,1019.4,0.0,1013.3,16.0
2018-10-18,1109,SANTANDER AEROPUERTO,CANTABRIA,3,17.9,1.1,16.2,-2,19.6,10:00,23.0,1.9,6.9,19:20,1.1,1018.2,-2.0,1014.7,2.0
2018-10-19,1109,SANTANDER AEROPUERTO,CANTABRIA,3,18.0,0.0,15.8,23:59,20.3,14:00,30.0,2.8,7.2,10:49,2.4,1023.2,21.0,1017.8,6.0
2018-10-20,1109,SANTANDER AEROPUERTO,CANTABRIA,3,16.5,0.0,13.5,05:45,19.5,11:30,9.0,1.4,6.1,21:49,1.6,1025.5,-2.0,1022.4,0.0
2018-10-21,1109,SANTANDER AEROPUERTO,CANTABRIA,3,15.6,0.0,12.2,07:30,19.0,12:30,2.0,1.7,6.1,12:05,6.6,1025.1,23.0,1022.2,13.0
2018-10-22,1109,SANTANDER AEROPUERTO,CANTABRIA,3,17.0,0.0,14.6,23:59,19.5,12:10,5.0,1.9,6.1,14:01,6.5,1031.3,21.0,1025.0,0.0
2018-10-23,1109,SANTANDER AEROPUERTO,CANTABRIA,3,14.0,0.0,10.0,23:59,18.0,13:15,4.0,2.8,7.8,13:00,7.2,1031.9,-2.0,1030.1,4.0
2018-10-24,1109,SANTANDER AEROPUERTO,CANTABRIA,3,13.4,0.0,8.6,03:30,18.2,14:10,6.0,1.7,5.6,-2,9.4,1031.6,0.0,1024.8,24.0
2018-10-25,1109,SANTANDER AEROPUERTO,CANTABRIA,3,14.1,0.0,9.5,04:20,18.7,12:00,6.0,1.1,6.7,13:49,9.3,1024.8,0.0,1017.2,24.0
2018-10-26,1109,SANTANDER AEROPUERTO,CANTABRIA,3,14.6,21.4,12.8,23:59,16.5,14:00,1.0,3.6,9.4,-2,0.0,1017.8,0.0,1015.1,6.0
2018-10-27,1109,SANTANDER AEROPUERTO,CANTABRIA,3,9.6,41.8,6.5,20:20,12.8,00:00,27.0,4.4,13.9,14:45,1.6,1017.0,7.0,1005.6,2.0
2018-10-28,1109,SANTANDER AEROPUERTO,CANTABRIA,3,8.2,17.5,6.2,17:00,10.1,23:59,27.0,5.0,15.6,14:01,1.3,1009.2,10.0,1005.6,3.0
2018-10-29,1109,SANTANDER AEROPUERTO,CANTABRIA,3,9.8,1.9,6.0,04:30,13.6,12:00,34.0,8.6,19.2,03:49,4.5,1006.3,4.0,1000.1,24.0
2018-10-30,1109,SANTANDER AEROPUERTO,CANTABRIA,3,10.8,0.0,4.9,06:30,16.6,14:50,20.0,4.7,11.9,07:49,6.1,1002.7,-2.0,996.6,7.0
2018-10-31,1109,SANTANDER AEROPUERTO,CANTABRIA,3,12.4,3.1,8.8,04:10,16.0,12:15,29.0,3.9,11.4,17:01,0.2,1009.3,23.0,1002.0,4.0
2018-11-01,1109,SANTANDER AEROPUERTO,CANTABRIA,3,13.1,30.1,10.2,00:40,16.0,-2,28.0,2.2,11.9,06:40,2.2,1016.9,-2.0,1009.2,0.0
2018-11-02,1109,SANTANDER AEROPUERTO,CANTABRIA,3,12.7,0.2,9.0,23:59,16.4,-2,5.0,0.8,5.6,-2,3.6,1029.1,-2.0,1015.3,1.0
2018-11-03,1109,SANTANDER AEROPUERTO,CANTABRIA,3,11.2,0.0,6.5,06:30,15.9,-2,6.0,1.7,6.7,14:30,8.9,1028.4,0.0,1017.8,24.0
2018-11-04,1109,SANTANDER AEROPUERTO,CANTABRIA,3,12.9,0.7,6.6,00:15,19.2,18:30,21.0,1.9,13.3,19:20,3.4,1017.9,0.0,998.6,24.0
2018-11-05,1109,SANTANDER AEROPUERTO,CANTABRIA,3,14.6,16.5,11.0,23:59,18.2,00:00,99.0,1.7,19.2,-2,3.6,1002.3,24.0,997.0,3.0
2018-11-06,1109,SANTANDER AEROPUERTO,CANTABRIA,3,14.4,1.4,11.0,00:00,17.9,23:40,20.0,5.6,23.1,20:30,2.8,1007.0,-2.0,999.6,23.0
2018-11-07,1109,SANTANDER AEROPUERTO,CANTABRIA,3,12.4,0.0,7.6,23:59,17.2,00:00,18.0,4.4,19.2,00:30,5.4,1017.9,22.0,999.9,0.0
2018-11-08,1109,SANTANDER AEROPUERTO,CANTABRIA,3,13.6,6.4,7.5,00:30,19.8,14:10,19.0,6.9,15.8,11:31,2.8,1016.8,0.0,1007.6,17.0
2018-11-09,1109,SANTANDER AEROPUERTO,CANTABRIA,3,14.2,0.0,10.7,07:30,17.6,13:10,21.0,6.4,22.2,20:40,5.1,1017.3,-2.0,1005.1,23.0
2018-11-10,1109,SANTANDER AEROPUERTO,CANTABRIA,3,14.8,0.0,11.1,21:20,18.6,14:45,18.0,1.9,18.1,00:10,3.0,1007.7,19.0,1004.3,12.0
2018-11-11,1109,SANTANDER AEROPUERTO,CANTABRIA,3,16.8,28.8,13.2,21:00,20.5,11:55,19.0,4.4,18.1,09:40,0.7,1010.0,24.0,1004.6,6.0
2018-11-12,1109,SANTANDER AEROPUERTO,CANTABRIA,3,12.9,0.0,9.9,-2,15.9,13:30,99.0,0.6,5.6,-2,0.7,1024.3,24.0,1009.5,1.0
2018-11-13,1109,SANTANDER AEROPUERTO,CANTABRIA,3,12.8,0.0,8.6,23:45,17.0,13:20,8.0,1.9,8.3,14:49,7.8,1027.5,-2.0,1023.2,-2.0
2018-11-14,1109,SANTANDER AEROPUERTO,CANTABRIA,3,14.8,0.0,6.4,06:30,23.1,11:00,14.0,1.9,8.9,12:49,7.1,1023.2,0.0,1016.2,24.0
2018-11-15,1109,SANTANDER AEROPUERTO,CANTABRIA,3,17.5,0.0,11.6,23:59,23.4,13:00,21.0,3.3,13.9,09:01,7.5,1019.4,-2.0,1015.1,5.0
2018-11-16,1109,SANTANDER AEROPUERTO,CANTABRIA,3,16.2,0.0,9.0,01:40,23.3,-2,19.0,1.9,9.4,09:01,8.1,1018.9,0.0,1015.4,-2.0
2018-11-17,1109,SANTANDER AEROPUERTO,CANTABRIA,3,16.8,0.0,10.6,23:59,23.1,14:10,18.0,3.1,10.8,11:45,8.2,1015.4,0.0,1009.1,24.0
2018-11-18,1109,SANTANDER AEROPUERTO,CANTABRIA,3,12.0,0.0,7.4,17:15,16.5,15:00,12.0,2.2,11.9,16:49,4.7,1009.1,0.0,1004.2,16.0
2018-11-19,1109,SANTANDER AEROPUERTO,CANTABRIA,3,12.0,0.0,7.8,05:15,16.2,12:15,4.0,2.2,7.8,13:00,7.5,1005.2,0.0,1002.3,24.0
2018-11-20,1109,SANTANDER AEROPUERTO,CANTABRIA,3,9.4,0.0,7.2,22:00,11.7,00:01,6.0,3.1,7.2,07:10,0.0,1004.7,23.0,1001.1,5.0
2018-11-21,1109,SANTANDER AEROPUERTO,CANTABRIA,3,10.1,0.0,4.5,04:30,15.7,14:20,20.0,2.8,14.4,22:49,5.0,1010.1,24.0,1003.8,1.0
2018-11-22,1109,SANTANDER AEROPUERTO,CANTABRIA,3,15.2,0.0,12.8,-2,17.6,14:00,99.0,7.2,16.7,-2,8.2,1011.8,-2.0,1009.9,1.0
2018-11-23,1109,SANTANDER AEROPUERTO,CANTABRIA,3,11.2,0.0,7.0,22:20,15.5,12:00,19.0,3.1,12.8,-2,6.0,1012.3,-2.0,1009.6,3.0
2018-11-24,1109,SANTANDER AEROPUERTO,CANTABRIA,3,15.2,8.6,12.8,00:00,17.5,15:30,21.0,6.4,16.9,20:10,3.7,1012.7,-2.0,1002.6,22.0
2018-11-25,1109,SANTANDER AEROPUERTO,CANTABRIA,3,10.8,8.3,7.3,23:55,14.3,12:30,29.0,3.6,15.6,03:10,4.6,1011.5,10.0,1004.4,23.0
2018-11-26,1109,SANTANDER AEROPUERTO,CANTABRIA,3,9.9,17.2,7.2,00:10,12.6,13:30,29.0,6.4,15.6,12:30,0.0,1023.3,24.0,1004.6,0.0
2018-11-27,1109,SANTANDER AEROPUERTO,CANTABRIA,3,10.2,0.0,6.0,08:00,14.5,14:10,21.0,0.8,6.1,03:01,0.6,1023.3,0.0,1018.5,24.0
2018-11-28,1109,SANTANDER AEROPUERTO,CANTABRIA,3,11.9,0.0,6.8,03:45,17.0,23:59,19.0,0.8,16.1,23:59,5.2,1019.1,-2.0,1012.6,24.0
2018-11-29,1109,SANTANDER AEROPUERTO,CANTABRIA,3,15.6,0.0,12.5,23:59,18.7,06:00,20.0,6.1,20.0,07:30,0.3,1017.4,-2.0,1010.6,6.0
2018-11-30,1109,SANTANDER AEROPUERTO,CANTABRIA,3,13.2,0.5,10.0,07:00,16.4,12:40,29.0,5.0,12.8,12:40,5.3,1023.3,-2.0,1017.3,1.0
2018-12-01,1109,SANTANDER AEROPUERTO,CANTABRIA,3,13.6,1.7,10.0,07:30,17.2,18:00,22.0,2.8,9.2,12:01,0.0,1021.2,0.0,1016.5,15.0
2018-12-02,1109,SANTANDER AEROPUERTO,CANTABRIA,3,16.6,0.2,14.1,06:00,19.0,12:30,21.0,2.5,10.8,04:20,1.9,1018.7,22.0,1015.7,4.0
2018-12-03,1109,SANTANDER AEROPUERTO,CANTABRIA,3,16.8,1.4,15.0,-2,18.5,14:05,23.0,1.9,10.0,00:20,0.0,1023.0,-2.0,1017.1,6.0
2018-12-04,1109,SANTANDER AEROPUERTO,CANTABRIA,3,14.0,0.0,10.5,23:59,17.4,-2,5.0,0.8,4.2,14:20,0.8,1023.6,-2.0,1019.4,17.0
2018-12-05,1109,SANTANDER AEROPUERTO,CANTABRIA,3,13.5,0.0,8.4,02:30,18.6,14:15,26.0,1.7,7.2,05:10,4.8,1027.3,24.0,1020.1,1.0
2018-12-06,1109,SANTANDER AEROPUERTO,CANTABRIA,3,13.4,0.0,10.4,23:59,16.5,14:30,28.0,3.3,8.3,14:49,0.6,1030.7,11.0,1027.2,1.0
2018-12-07,1109,SANTANDER AEROPUERTO,CANTABRIA,3,12.0,1.0,7.1,04:45,17.0,12:45,30.0,5.0,15.8,15:02,2.3,1030.0,21.0,1023.6,13.0
2018-12-08,1109,SANTANDER AEROPUERTO,CANTABRIA,3,13.0,0.0,9.8,07:00,16.2,15:30,22.0,2.5,8.3,09:30,5.9,1030.9,7.0,1027.4,19.0
2018-12-09,1109,SANTANDER AEROPUERTO,CANTABRIA,3,14.0,0.0,12.5,23:59,15.5,00:10,29.0,5.0,11.4,07:20,0.0,1035.3,-2.0,1028.1,0.0
2018-12-10,1109,SANTANDER AEROPUERTO,CANTABRIA,3,11.0,0.0,7.0,23:59,15.1,12:30,8.0,2.2,8.3,15:30,6.3,1035.0,0.0,1025.7,24.0
2018-12-11,1109,SANTANDER AEROPUERTO,CANTABRIA,3,9.3,1.5,4.2,07:30,14.4,16:00,23.0,0.8,7.2,20:01,3.1,1025.7,0.0,1020.0,-2.0
2018-12-12,1109,SANTANDER AEROPUERTO,CANTABRIA,3,12.5,0.5,11.0,06:50,14.0,-2,19.0,1.9,15.6,22:49,0.0,1023.2,3.0,1007.0,24.0
2018-12-13,1109,SANTANDER AEROPUERTO,CANTABRIA,3,11.5,10.4,9.8,09:30,13.2,01:30,28.0,9.2,19.4,13:49,0.0,1017.3,-2.0,1002.9,5.0
2018-12-14,1109,SANTANDER AEROPUERTO,CANTABRIA,3,11.8,1.9,9.5,07:30,14.1,13:47,28.0,5.0,15.6,02:49,0.0,1023.9,-2.0,1017.2,0.0
2018-12-15,1109,SANTANDER AEROPUERTO,CANTABRIA,3,14.8,5.2,11.1,00:00,18.6,12:30,20.0,6.4,16.4,13:40,0.7,1021.0,1.0,1014.4,13.0
2018-12-16,1109,SANTANDER AEROPUERTO,CANTABRIA,3,12.7,0.0,10.4,23:59,15.0,14:45,29.0,2.5,19.2,16:30,7.3,1025.4,24.0,1014.3,8.0
2018-12-17,1109,SANTANDER AEROPUERTO,CANTABRIA,3,11.6,0.0,8.0,04:15,15.2,12:45,19.0,1.9,14.4,22:10,3.3,1028.2,9.0,1020.1,23.0
2018-12-18,1109,SANTANDER AEROPUERTO,CANTABRIA,3,11.3,5.2,7.0,23:59,15.6,12:50,99.0,8.9,23.3,-2,0.0,1020.3,0.0,1010.7,14.0
2018-12-19,1109,SANTANDER AEROPUERTO,CANTABRIA,3,9.8,0.0,4.5,02:30,15.0,-2,29.0,4.7,11.9,12:49,4.2,1021.7,-2.0,1015.9,4.0
2018-12-20,1109,SANTANDER AEROPUERTO,CANTABRIA,3,13.9,0.0,10.0,00:00,17.8,-2,20.0,2.2,10.0,23:49,5.0,1024.2,-2.0,1020.8,4.0
2018-12-21,1109,SANTANDER AEROPUERTO,CANTABRIA,3,16.3,0.0,14.3,23:50,18.3,13:05,18.0,5.6,16.4,10:20,0.0,1027.1,23.0,1021.6,5.0
2018-12-22,1109,SANTANDER AEROPUERTO,CANTABRIA,3,16.4,0.0,11.9,23:59,20.8,14:00,21.0,3.9,8.6,07:10,5.3,1030.3,20.0,1024.9,24.0
2018-12-23,1109,SANTANDER AEROPUERTO,CANTABRIA,3,11.5,0.0,6.5,08:10,16.5,14:20,5.0,0.8,3.1,13:40,3.3,1029.7,-2.0,1027.3,16.0
2018-12-24,1109,SANTANDER AEROPUERTO,CANTABRIA,3,9.6,0.0,5.0,07:15,14.2,12:45,5.0,1.1,6.1,14:40,5.1,1031.4,-2.0,1028.7,18.0
2018-12-25,1109,SANTANDER AEROPUERTO,CANTABRIA,3,10.6,0.0,6.8,-2,14.3,13:15,7.0,1.4,5.3,11:10,4.6,1030.2,1.0,1025.3,14.0
2018-12-26,1109,SANTANDER AEROPUERTO,CANTABRIA,3,10.3,0.0,4.8,07:10,15.8,14:00,99.0,0.8,3.1,-2,4.8,1028.0,10.0,1026.0,0.0
2018-12-27,1109,SANTANDER AEROPUERTO,CANTABRIA,3,8.2,0.2,2.8,07:45,13.5,15:00,20.0,1.4,4.7,21:20,5.1,1029.6,-2.0,1026.1,14.0
2018-12-28,1109,SANTANDER AEROPUERTO,CANTABRIA,3,8.4,1.0,4.9,00:30,11.8,18:30,23.0,1.9,6.7,10:30,0.0,1034.1,-2.0,1029.2,0.0
2018-12-29,1109,SANTANDER AEROPUERTO,CANTABRIA,3,8.8,0.0,5.4,23:59,12.2,10:30,3.0,1.9,7.2,01:01,2.1,1036.4,-2.0,1033.7,5.0
2018-12-30,1109,SANTANDER AEROPUERTO,CANTABRIA,3,6.6,0.0,2.0,-2,11.3,14:15,6.0,1.9,6.7,13:30,6.7,1035.6,-2.0,1032.8,14.0
2018-12-31,1109,SANTANDER AEROPUERTO,CANTABRIA,3,6.8,0.0,1.6,08:15,12.0,15:00,99.0,2.5,5.6,-2,6.2,1034.6,-2.0,1032.4,13.0
2019-01-01,1109,SANTANDER AEROPUERTO,CANTABRIA,3,6.8,0.0,2.6,02:45,11.0,12:15,13.0,1.9,5.3,10:30,0.5,1036.6,-2.0,1033.3,4.0
2019-01-02,1109,SANTANDER AEROPUERTO,CANTABRIA,3,9.2,0.0,8.0,23:59,10.5,12:40,9.0,2.8,8.3,17:10,0.0,1037.8,10.0,1035.0,24.0
2019-01-03,1109,SANTANDER AEROPUERTO,CANTABRIA,3,6.2,0.0,2.5,23:59,9.8,13:15,6.0,3.3,8.9,13:20,3.3,1035.0,0.0,1031.7,14.0
2019-01-04,1109,SANTANDER AEROPUERTO,CANTABRIA,3,4.4,0.0,-1.4,07:45,10.2,12:45,6.0,1.7,6.7,-2,7.0,1036.3,-2.0,1032.6,5.0
2019-01-05,1109,SANTANDER AEROPUERTO,CANTABRIA,3,5.2,0.0,-1.4,07:40,11.8,14:30,4.0,0.8,4.7,14:01,6.6,1038.2,-2.0,1036.0,6.0
2019-01-06,1109,SANTANDER AEROPUERTO,CANTABRIA,3,4.2,0.0,-1.0,07:40,9.4,13:00,99.0,1.7,8.1,-2,6.9,1038.6,-2.0,1036.4,14.0
2019-01-07,1109,SANTANDER AEROPUERTO,CANTABRIA,3,7.2,0.0,5.0,00:00,9.5,15:00,99.0,2.2,8.3,-2,0.0,1039.4,-2.0,1036.6,22.0
2019-01-08,1109,SANTANDER AEROPUERTO,CANTABRIA,3,8.6,2.0,6.1,03:00,11.0,15:00,23.0,1.4,8.9,18:30,0.0,1037.0,-2.0,1031.7,24.0
2019-01-09,1109,SANTANDER AEROPUERTO,CANTABRIA,3,9.7,2.7,8.2,-2,11.2,-2,22.0,3.1,7.2,00:40,0.0,1031.7,0.0,1027.0,14.0
2019-01-10,1109,SANTANDER AEROPUERTO,CANTABRIA,3,7.4,0.1,4.6,23:59,10.2,11:20,5.0,1.9,9.7,12:10,4.7,1030.8,23.0,1026.5,-2.0
2019-01-11,1109,SANTANDER AEROPUERTO,CANTABRIA,3,6.2,3.2,3.0,06:20,9.4,15:00,21.0,1.7,6.7,19:49,0.0,1034.3,23.0,1030.5,1.0
2019-01-12,1109,SANTANDER AEROPUERTO,CANTABRIA,3,8.3,5.7,7.2,02:30,9.4,13:00,26.0,2.8,7.8,13:40,0.0,1034.7,-2.0,1033.1,7.0
2019-01-13,1109,SANTANDER AEROPUERTO,CANTABRIA,3,10.8,0.0,8.7,07:30,13.0,13:10,29.0,2.2,7.8,13:40,1.3,1034.1,0.0,1029.3,24.0
2019-01-14,1109,SANTANDER AEROPUERTO,CANTABRIA,3,11.3,0.0,10.4,-2,12.2,15:50,23.0,1.7,7.2,02:10,0.0,1029.4,0.0,1026.0,24.0
2019-01-15,1109,SANTANDER AEROPUERTO,CANTABRIA,3,8.8,0.0,5.0,23:59,12.5,13:10,11.0,1.4,7.8,10:30,7.5,1026.0,0.0,1017.7,24.0
2019-01-16,1109,SANTANDER AEROPUERTO,CANTABRIA,3,8.2,10.8,2.5,06:00,13.9,13:10,23.0,2.5,8.3,-2,3.5,1018.2,-2.0,1015.7,14.0
2019-01-17,1109,SANTANDER AEROPUERTO,CANTABRIA,3,9.5,5.5,7.4,19:30,11.6,11:30,99.0,3.6,10.8,-2,1.5,1023.0,-2.0,1018.2,0.0
2019-01-18,1109,SANTANDER AEROPUERTO,CANTABRIA,3,9.0,0.8,6.2,03:00,11.9,13:50,22.0,1.9,8.3,21:30,0.1,1022.7,0.0,1015.8,18.0
2019-01-19,1109,SANTANDER AEROPUERTO,CANTABRIA,3,9.6,3.0,7.6,21:30,11.5,12:30,19.0,4.7,13.1,14:01,0.0,1016.2,0.0,1006.0,17.0
2019-01-20,1109,SANTANDER AEROPUERTO,CANTABRIA,3,10.6,12.0,8.6,00:00,12.7,13:50,33.0,5.6,12.5,05:49,2.9,1022.0,24.0,1010.4,0.0
2019-01-21,1109,SANTANDER AEROPUERTO,CANTABRIA,3,9.2,0.2,7.0,05:45,11.4,13:10,33.0,2.5,12.2,01:20,3.8,1026.1,11.0,1021.9,0.0
2019-01-22,1109,SANTANDER AEROPUERTO,CANTABRIA,3,9.0,54.0,7.5,21:30,10.6,12:20,30.0,5.6,15.8,13:40,0.0,1022.9,0.0,1009.7,24.0
